Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
slr1755	slr1755	529735	530688	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	slr1755	slr1755
slr1437	slr1437	1060901	1061239	hypothetical protein	slr1438 // slr1437	slr1438 // slr1437
clpX	sll0535	3244079	3245416	ClpX	clpP2 // clpX	sll0534 // sll0535
slr7097	slr7097	94718	95344	alpha-ketoglutarate-dependent dioxygenase AlkB	slr7098 // slr7097	slr7098 // slr7097
slr5005	slr5005	2528	13921	DUF4114 domain-containing protein	slr5005	slr5005
slr1923	slr1923	2211283	2212479	hypothetical protein	cobD // slr1924 // slr1923	slr1925 // slr1924 // slr1923
sll1446	sll1446	1888778	1889740	pentapeptide repeat-containing protein	sll1446 // sll1447	sll1446 // sll1447
sll1464	sll1464	988072	989505	YdiU family protein	sll1464	sll1464
rfbB	slr0836	2843714	2844742	dTDP-glucose 4,6-dehydratase	rfbB // slr0835	slr0836 // slr0835
slr1837	slr1837	953752	954456	response regulator transcription factor	slr1837	slr1837
slr0314	slr0314	3036234	3037064	alpha/beta hydrolase	slr0314	slr0314
sll0269	sll0269	2110166	2110579	hypothetical protein	sll0269 // priA	sll0269 // sll0270
sll1396	sll1396	53453	54127	hypothetical protein	sll1396	sll1396
sll1995	sll1995	1641278	1642207	glycosyltransferase family 2 protein	sll1995	sll1995
prk	sll1525	2066001	2066999	phosphoribulokinase	prk	sll1525
slr1691	slr1691	1983982	1985658	NAD+ synthase	slr1691	slr1691
cbiD	slr1538	976706	977842	cobalamin biosynthesis protein CbiD	cbiD	slr1538
slr1418	slr1418	3270451	3271596	quinone-dependent dihydroorotate dehydrogenase	slr1418	slr1418
sll2012	sll2012	1254783	1255739	RNA polymerase sigma factor, RpoD/SigA family	sll2012	sll2012
SGL_RS07500	SGL_RS07500	1211401	1211625	UPF0175 family protein	SGL_RS07500	SGL_RS07500
SGL_RS07525	SGL_RS07525	1215167	1215403	hypothetical protein	SGL_RS07525	SGL_RS07525
ssl3769	ssl3769	1558427	1558651	hypothetical protein	ssl3769	ssl3769
slr0106	slr0106	2979896	2980600	hypothetical protein	slr0106 // slr0105	slr0106 // slr0105
slr0789	slr0789	3047714	3048271	HPP family protein	slr0790 // slr0789	slr0790 // slr0789
sll1949	sll1949	1429329	1430072	hypothetical protein	sll1949	sll1949
slr0795	slr0795	3054872	3055699	glycoside hydrolase family protein	slr0795 // slr0794 // slr0793	slr0795 // slr0794 // slr0793
nth	slr1822	1310575	1311234	endonuclease III	nth // rseP	slr1822 // slr1821
sll0147	sll0147	2188230	2190236	hypothetical protein	sll0147	sll0147
sll0981	sll0981	669254	669751	hypothetical protein	sll0980 // sll0981	sll0980 // sll0981
slr2041	slr2041	579787	580194	response regulator	slr2042 // slr2041	slr2042 // slr2041
slr1949	slr1949	2253169	2253807	DUF3318 domain-containing protein	slr1949	slr1949
grrM	sll1766	1229971	1231167	GRRM system radical SAM/SPASM domain protein	sll1765 // grrM	sll1765 // sll1766
slr2004	slr2004	1453230	1454654	hypothetical protein	slr1712 // SGL_RS19510 // slr2004	slr1712 // SGL_RS19510 // slr2004
ssl1520	ssl1520	1692332	1692559	hypothetical protein	ssl1520 // rsmI	ssl1520 // sll0818
slr1202	slr1202	884635	885531	sugar ABC transporter permease	slr1202	slr1202
slr0573	slr0573	2816517	2816960	hypothetical protein	slr0573	slr0573
sll0594	sll0594	2944272	2944889	Crp/Fnr family transcriptional regulator	sll0594	sll0594
slr1005	slr1005	2085211	2085417	hypothetical protein	ssr0759 // slr1005 // SGL_RS11715	ssr0759 // slr1005 // SGL_RS11715
ald	sll1682	236356	237438	alanine dehydrogenase	ald // sll1683	sll1682 // sll1683
slr1395	slr1395	706055	707131	hypothetical protein	slr1395	slr1395
sll1252	sll1252	1737338	1738117	photosystem II S4 domain protein	sll1252	sll1252
smc	sll1120	869668	873270	chromosome segregation protein SMC	smc	sll1120
slr1288	slr1288	1886153	1886737	CPBP family intramembrane metalloprotease	slr1288 // slr1287	slr1288 // slr1287
ssr1853	ssr1853	74498	74785	PepSY domain-containing protein	ssr1853	ssr1853
sll0031	sll0031	3164404	3165591	4Fe-4S binding protein	sll0031	sll0031
rplC	sll1799	841972	842613	50S ribosomal protein L3	rplC // rplD // rplW	sll1799 // sll1800 // sll1801
sll0410	sll0410	2546527	2547027	acyl-CoA thioesterase	menC // sll0410	sll0409 // sll0410
slr0388	slr0388	2392729	2393403	ComF family protein	slr0388 // slr0387	slr0388 // slr0387
sll0188	sll0188	2720729	2722234	hypothetical protein	sll0188 // sll0189	sll0188 // sll0189
slr0822	slr0822	1713409	1716270	cation-transporting P-type ATPase	slr0822	slr0822
slr1928	slr1928	2221047	2221631	type II secretion system protein	SGL_RS18960 // slr1928	SGL_RS18960 // slr1928
slr0397	slr0397	2146801	2147376	DUF3038 domain-containing protein	slr0397	slr0397
ctaC	slr1136	790719	791717	cytochrome c oxidase subunit II	ctaD // ctaC	slr1137 // slr1136
sll0932	sll0932	336747	337760	permease	sll0932	sll0932
slr1019	slr1019	632213	633157	PhzF family phenazine biosynthesis protein	slr1019	slr1019
slr0947	slr0947	2012754	2013485	response regulator transcription factor	slr0947	slr0947
SGL_RS18695	SGL_RS18695	520889	521357	transposase	SGL_RS18695	SGL_RS18695
slr0086	slr0086	2893184	2894779	Hsp70 family protein	slr0086	slr0086
slr1451	slr1451	3296462	3297247	hypothetical protein	slr1451	slr1451
sll7055	sll7055	45712	46254	hypothetical protein	sll7055	sll7055
slr8022	slr8022	19356	19691	cupin domain-containing protein	slr8022	slr8022
slr1419	slr1419	3271699	3272178	SufE family protein	slr1420 // slr1419	slr1420 // slr1419
slr2115	slr2115	1628039	1629607	beta-3-deoxy-D-manno-oct-2-ulosonic acid transferase	slr2119 // slr2118 // SGL_RS09525 // slr2117 // slr2116 // slr2115 // slr2114 // SGL_RS18860	slr2119 // slr2118 // SGL_RS09525 // slr2117 // slr2116 // slr2115 // slr2114 // SGL_RS18860
slr6063	slr6063	58570	59124	hypothetical protein	slr6063	slr6063
rplM	sll1821	827348	827803	50S ribosomal protein L13	rplM // rpsI	sll1821 // sll1822
chlG	slr0056	2578187	2579161	chlorophyll synthase ChlG	chlG	slr0056
ST6803r04	ST6803r04	3325055	3326546	16S ribosomal RNA	ST6803r04	ST6803r04
ssr1600	ssr1600	2024075	2024476	STAS domain-containing protein	ssr1600	ssr1600
glmS	sll0220	161768	163663	glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS	sll0220
sufS	slr0077	2875593	2876855	SufS family cysteine desulfurase	sufS // sufD // sufC // sufB	slr0077 // slr0076 // slr0075 // slr0074
slr1493	slr1493	44442	44885	DUF1636 family protein	slr1493 // slr1492	slr1493 // slr1492
ssr2317	ssr2317	680096	680368	hypothetical protein	slr1384 // ssr2317	slr1384 // ssr2317
petM	smr0003	3118192	3118302	cytochrome b6-f complex subunit 7	petM	smr0003
parC	sll1941	576934	579696	DNA topoisomerase 4 subunit A	parC // sll1942	sll1941 // sll1942
slr1237	slr1237	1047005	1048357	cytosine deaminase	slr1237	slr1237
sll0067	sll0067	2573649	2574203	glutathione S-transferase family protein	sll0067	sll0067
sll0168	sll0168	2317112	2317447	hypothetical protein	sll0168	sll0168
gatB	sll1435	1902437	1903924	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB	sll1435
slr6067	slr6067	62283	63314	hypothetical protein	slr6067	slr6067
queD	slr0078	2880766	2881155	6-carboxytetrahydropterin synthase QueD	queD	slr0078
sll0423	sll0423	2091711	2092178	hypothetical protein	sll0423	sll0423
SGL_RS19195	SGL_RS19195	1004822	1005091	DUF1830 domain-containing protein	SGL_RS19195	SGL_RS19195
fusA	sll1098	1916533	1918608	elongation factor G	fusA	sll1098
sll0812	sll0812	1699970	1700431	hypothetical protein	sll0812	sll0812
cmr4	sll7087	82630	83409	type III-B CRISPR module RAMP protein Cmr4	cmr4 // sll7086	sll7087 // sll7086
SGL_RS19475	SGL_RS19475	2658858	2659025	hypothetical protein	SGL_RS19475	SGL_RS19475
cysT	slr1453	3299716	3300576	sulfate ABC transporter permease subunit CysT	cysW // cysT // ssr2439 // slr1452	slr1454 // slr1453 // ssr2439 // slr1452
aroK	sll1669	259702	260271	shikimate kinase	aroK	sll1669
slr0318	slr0318	3041014	3041415	endoribonuclease L-PSP	slr0318	slr0318
fabD	slr2023	766727	767608	ACP S-malonyltransferase	fabD	slr2023
sll5075	sll5075	73728	74147	VOC family protein	sll5075	sll5075
rpoB	sll1787	857558	860866	DNA-directed RNA polymerase subunit beta	rpoB // rpoC2	sll1787 // sll1789
slr5054	slr5054	53037	54026	glycosyltransferase	slr5054	slr5054
SGL_RS18590	SGL_RS18590	31354	31572	hypothetical protein	SGL_RS19320 // SGL_RS18590 // slr6031	SGL_RS19320 // SGL_RS18590 // slr6031
slr5119	slr5119	108733	109503	Rpn family recombination-promoting nuclease/putative transposase	slr5119	slr5119
sll1387	sll1387	1823968	1824732	serine/threonine protein phosphatase	sll1387	sll1387
ST6803t40	ST6803t40	3326684	3326757	tRNA-Ile	ST6803t40	ST6803t40
rplY	SGL_RS05695	824228	824524	50S ribosomal protein L25	rplY	SGL_RS05695
slr6040	slr6040	35381	36079	response regulator transcription factor	slr6041 // slr6040 // slr6039	slr6041 // slr6040 // slr6039
slr0982	slr0982	352263	353555	ABC transporter ATP-binding protein	slr0985 // rfbG // rfbF // slr0982	slr0985 // slr0984 // slr0983 // slr0982
rpmG	SGL_RS19055	2831106	2831303	50S ribosomal protein L33	rpmG	SGL_RS19055
ssl3093	ssl3093	724094	724345	photosystem I reaction center subunit XII	ssl3093	ssl3093
slr1970	slr1970	1780484	1781005	late competence development ComFB family protein	slr1970	slr1970
sll0309	sll0309	2460360	2461058	hypothetical protein	sll0309	sll0309
ureD	sll1639	546553	547365	urease accessory protein UreD	ureD // sll1640	sll1639 // sll1640
SGL_RS19070	SGL_RS19070	3027927	3028103	transposase	SGL_RS19070	SGL_RS19070
slr1209	slr1209	893261	893590	DUF433 domain-containing protein	cobN // slr1210 // slr1209 // slr1208	slr1211 // slr1210 // slr1209 // slr1208
slr0755	slr0755	3428383	3428940	NYN domain-containing protein	SGL_RS17730 // ssr1258 // slr0755	SGL_RS17730 // ssr1258 // slr0755
sll1468	sll1468	981691	982605	b-carotene hydroxylase	sll1468	sll1468
kaiA	slr0756	3433362	3434261	circadian clock protein KaiA	kaiA	slr0756
ssl5095	ssl5095	93233	93520	type II toxin-antitoxin system prevent-host-death family antitoxin	ssl5095 // sll5094	ssl5095 // sll5094
slr1674	slr1674	1954721	1955071	DUF760 domain-containing protein	slr1674	slr1674
ssl2717	ssl2717	1821824	1822036	hypothetical protein	sll1389 // ssl2717	sll1389 // ssl2717
sll5132	sll5132	118399	27	DUF262 domain-containing protein	sll5132 // sll5131	sll5132 // sll5131
apcB	slr1459	3304872	3305381	allophycocyanin subunit beta	apcB	slr1459
slr0065	slr0065	2593329	2593967	DUF938 domain-containing protein	slr0065	slr0065
slr5012	slr5012	17880	18800	DUF4007 family protein	slr5013 // slr5012	slr5013 // slr5012
slr0309	slr0309	3026236	3027657	B12-binding domain-containing radical SAM protein	slr0309	slr0309
slr1064	slr1064	367807	368910	glycosyltransferase family 4 protein	slr1064 // slr1063	slr1064 // slr1063
ggpS	sll1566	1947325	1948824	glucosylglycerol-phosphate synthase	ggpS	sll1566
slr1407	slr1407	1181716	1182585	hypothetical protein	slr1407	slr1407
SGL_RS19495	SGL_RS19495	3246231	3246386	hypothetical protein	SGL_RS19495	SGL_RS19495
slr0625	slr0625	2964570	2966033	sodium:glutamate symporter	slr0625	slr0625
sll0911	sll0911	2018851	2019237	hypothetical protein	sll0909 // sll0910 // sll0911	sll0909 // sll0910 // sll0911
queF	slr0711	3113874	3114287	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	queF	slr0711
sll0784	sll0784	3070281	3071306	Nit6803 family nitriliase	sll0784 // sll0785 // sll0786 // sll0787 // ssl1464 // SGL_RS19090	sll0784 // sll0785 // sll0786 // sll0787 // ssl1464 // SGL_RS19090
bioB	slr1364	1107242	1108330	biotin synthase BioB	lspA // slr1365 // bioB	slr1366 // slr1365 // slr1364
sll1473	sll1473	3401456	3402901	PAS domain S-box protein	sll1472 // sll1473 // sll1474	sll1472 // sll1473 // sll1474
sll0210	sll0210	2507382	2508362	undecaprenyl-diphosphate phosphatase	sll0210	sll0210
slr1240	slr1240	1055574	1056113	hypothetical protein	pntB // ssr2067 // SGL_RS06830 // slr1241 // slr1240 // pntA	slr1434 // ssr2067 // SGL_RS06830 // slr1241 // slr1240 // slr1239
slr2059	slr2059	1416843	1417247	4Fe-4S dicluster domain-containing protein	slr2060 // slr2059 // topA	slr2060 // slr2059 // slr2058
sll1875	sll1875	1804403	1805155	heme oxygenase (biliverdin-producing)	sll1875	sll1875
slr1841	slr1841	958137	960029	iron uptake porin	slr1841	slr1841
sll0696	sll0696	130167	131039	CPBP family intramembrane metalloprotease	sll0696	sll0696
lexA	sll1626	1318719	1319330	repressor LexA	lexA	sll1626
slr1885	slr1885	1244731	1245309	HD domain-containing protein	slr1885	slr1885
sll1009	sll1009	506252	508027	calcium-binding protein	sll1009	sll1009
slr0503	slr0503	2913111	2914124	Ycf66-like protein	slr0505 // slr0503	slr0505 // slr0503
sll1406	sll1406	29968	32454	TonB-dependent siderophore receptor	sll1406	sll1406
prfB	sll1865	2214685	2215804	peptide chain release factor 2	prfB	sll1865
rrf	ST6803r06	3329963	3330080	5S ribosomal RNA	rrf	ST6803r06
SGL_RS18935	SGL_RS18935	2086107	2086211	hypothetical protein	SGL_RS18935 // ssr0761	SGL_RS18935 // ssr0761
sll0839	sll0839	1363265	1363858	hypothetical protein	sll0839	sll0839
ssr1499	ssr1499	1156171	1156503	hypothetical protein	ssr1499	ssr1499
clcA	sll0855	1342775	1344130	H(+)/Cl(-) exchange transporter ClcA	sll0854 // clcA	sll0854 // sll0855
sll1151	sll1151	1393938	1395755	DUF389 domain-containing protein	sll1151 // ssl2296	sll1151 // ssl2296
SGL_RS18810	SGL_RS18810	1463455	1464302	IS630 family transposase	SGL_RS18810	SGL_RS18810
sll0007	sll0007	2493578	2494153	Uma2 family endonuclease	sll0007 // sll0008	sll0007 // sll0008
sll0418	sll0418	2096618	2097574	methyltransferase domain-containing protein	sll0418	sll0418
slr0516	slr0516	2926783	2927283	pentapeptide repeat-containing protein	slr0516 // slr0514	slr0516 // slr0514
sll1033	sll1033	213031	215037	serine/threonine phosphatase	sll1033	sll1033
tsf	sll1261	1721350	1722006	translation elongation factor Ts	tsf	sll1261
sll1218	sll1218	1682870	1683529	SDR family oxidoreductase	sll1218	sll1218
slr1290	slr1290	284508	285080	Uma2 family endonuclease	slr1290 // slr1289	slr1290 // slr1289
sll1716	sll1716	967567	968352	IS5 family transposase	sll1716	sll1716
slr0179	slr0179	2325864	2326937	dynamin-like GTPase family protein	slr0179	slr0179
slr0580	slr0580	2823646	2824893	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	slr0580	slr0580
sll0536	sll0536	3242711	3243781	potassium channel protein	sll0536 // sll0537	sll0536 // sll0537
ubiE	sll1653	281507	282223	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	ubiE	sll1653
slr0498	slr0498	2904531	2905235	two pore domain potassium channel family protein	slr0498 // slr0096	slr0498 // slr0096
slr0496	slr0496	2628783	2629112	hypothetical protein	slr0496 // slr0495	slr0496 // slr0495
clpR	slr0164	2205774	2206451	ATP-dependent Clp protease proteolytic subunit	clpR	slr0164
sll0254	sll0254	1504818	1506770	FAD-dependent oxidoreductase	sll0254	sll0254
slr1751	slr1751	1015511	1016782	S41 family peptidase	slr1751	slr1751
slr2103	slr2103	1571731	1572615	acyltransferase family protein	slr2103 // ftsY	slr2103 // slr2102
slr1327	slr1327	1660277	1660711	putative toxin-antitoxin system toxin component, PIN family	slr1327 // ssr2201	slr1327 // ssr2201
slr0207	slr0207	2743295	2744917	AAA family ATPase	slr0207	slr0207
slr1495	slr1495	50246	51895	ATP-dependent DNA helicase	slr1495	slr1495
sll0720	sll0720	3447715	3448158	toxin-activating lysine-acyltransferase	sll0720	sll0720
glcD	sll0404	2553961	2555439	glycolate oxidase subunit GlcD	glcD	sll0404
sll1512	sll1512	462147	462554	winged helix-turn-helix transcriptional regulator	sll1512	sll1512
slr1880	slr1880	1236316	1237449	aminoglycoside phosphotransferase family protein	slr1880	slr1880
sll0072	sll0072	2565427	2566110	helix-turn-helix domain-containing protein	sll0071 // sll0072	sll0071 // sll0072
ppc	sll0920	1994147	1997251	phosphoenolpyruvate carboxylase	ppc	sll0920
slr1207	slr1207	889061	890605	HlyD family efflux transporter periplasmic adaptor subunit	slr1207	slr1207
crtD	slr1293	289322	290845	C-3',4' desaturase CrtD	crtD	slr1293
thiO	slr0633	2653153	2655123	glycine oxidase ThiO	thiO	slr0633
sll1643	sll1643	539288	539854	5-formyltetrahydrofolate cyclo-ligase	sll1643	sll1643
sll0678	sll0678	3093408	3093845	hypothetical protein	sll0678	sll0678
slr1616	slr1616	361163	362188	ATP-grasp domain-containing protein	slr1619 // slr1618 // slr1617 // slr1616 // slr1615	slr1619 // slr1618 // slr1617 // slr1616 // slr1615
SGL_RS10810	SGL_RS10810	1892213	1892458	DUF4926 domain-containing protein	sll1442 // SGL_RS10810	sll1442 // SGL_RS10810
trmL	slr0992	2259402	2259863	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL	trmL	slr0992
slr0771	slr0771	2394536	2394871	DUF5615 family PIN-like protein	slr0771 // slr0770	slr0771 // slr0770
slr7057	slr7057	47529	48242	HNH endonuclease	slr7057	slr7057
rplF	sll1810	835260	835799	50S ribosomal protein L6	rplF // rplR // rpsE	sll1810 // sll1811 // sll1812
sll1124	sll1124	862262	866377	PAS domain S-box protein	sll1123 // sll1124	sll1123 // sll1124
slr0399	slr0399	2148253	2149233	NAD(P)H-binding protein	slr0399	slr0399
SGL_RS14650	SGL_RS14650	2738918	2739133	type II toxin-antitoxin system HicA family toxin	sll0180 // SGL_RS14650 // ssl0350	sll0180 // SGL_RS14650 // ssl0350
dxs	sll1945	566983	568905	1-deoxy-D-xylulose-5-phosphate synthase	dxs	sll1945
slr2111	slr2111	1625622	1626095	CBS domain-containing protein	slr2111 // slr2110	slr2111 // slr2110
ssr2848	ssr2848	728271	728489	hypothetical protein	ssr2848	ssr2848
hemF	sll1185	315882	316904	oxygen-dependent coproporphyrinogen oxidase	hemF	sll1185
ssl3044	ssl3044	1975575	1975874	(2Fe-2S)-binding protein	ssl3044	ssl3044
sufR	sll0088	2870696	2871418	iron-sulfur cluster biosynthesis transcriptional regulator SufR	sufR	sll0088
nadA	sll0622	3345861	3346817	quinolinate synthase NadA	nadA	sll0622
sll0624	sll0624	3342125	3342514	PIN domain-containing protein	sll0624 // SGL_RS17320 // sll0625	sll0624 // SGL_RS17320 // sll0625
SGL_RS18805	SGL_RS18805	1445425	1445835	addiction module toxin, HicA family	slr2000 // SGL_RS18805 // slr1998	slr2000 // SGL_RS18805 // slr1998
ST6803r02	ST6803r02	2448838	2451722	23S ribosomal RNA	ST6803r02	ST6803r02
slr0616	slr0616	2948563	2949819	MFS transporter	slr0616	slr0616
secF	slr0775	2402393	2403340	protein translocase subunit SecF	secF // secD	slr0775 // slr0774
slr6071	slr6071	66033	68225	AAA domain-containing protein	slr6071	slr6071
cadA	slr0798	3061357	3063522	cadmium-translocating P-type ATPase	cadA	slr0798
sll1178	sll1178	1856070	1857917	carbamoyltransferase	sll1178	sll1178
ssl3446	ssl3446	826070	826249	DUF2949 domain-containing protein	ssl3446	ssl3446
sll0030	sll0030	3167887	3168801	LysR family transcriptional regulator	sll0030	sll0030
ssr2998	ssr2998	261863	262060	DUF2862 domain-containing protein	ssr2998	ssr2998
ST6803r05	ST6803r05	3327006	3329890	23S ribosomal RNA	ST6803r05	ST6803r05
sll1372	sll1372	1843610	1844437	YybS family protein	sll1372	sll1372
sll1538	sll1538	2036911	2038527	beta-glucosidase	sll1538	sll1538
slr1339	slr1339	1727283	1727741	hypothetical protein	slr1340 // slr1339 // slr1338	slr1340 // slr1339 // slr1338
ssr5019	ssr5019	23890	24099	aminotransferase class V-fold PLP-dependent enzyme	ssr5019 // slr5018 // slr5017 // slr5016	ssr5019 // slr5018 // slr5017 // slr5016
lnt	slr0819	1707317	1708876	apolipoprotein N-acyltransferase	ssr1391 // lnt	ssr1391 // slr0819
slr6056	slr6056	54343	54702	helix-turn-helix domain-containing protein	slr6057 // slr6056	slr6057 // slr6056
SGL_RS19065	SGL_RS19065	2997616	2998925	IS701 family transposase	SGL_RS19065	SGL_RS19065
