# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "ERX3440931_cds.txt" "ERX3440931.bam" 
Geneid	Chr	Start	End	Strand	Length	ERX3440931.bam
BSU_35900	AL009126.3	3699446	3700627	-	1182	59
BSU_35910	AL009126.3	3701411	3702391	+	981	735
BSU_35920	AL009126.3	3702393	3703274	+	882	795
BSU_35930	AL009126.3	3703271	3703666	+	396	409
BSU_35940	AL009126.3	3703682	3705163	+	1482	2301
BSU_35950	AL009126.3	3705165	3706133	+	969	1305
BSU_35960	AL009126.3	3706145	3707062	+	918	1630
BSU_35970	AL009126.3	3707144	3707680	+	537	1493
BSU_35980	AL009126.3	3707836	3708132	+	297	60
BSU_35990	AL009126.3	3708172	3708699	-	528	217
BSU_36000	AL009126.3	3708799	3709566	-	768	31
BSU_36010	AL009126.3	3709628	3711340	-	1713	26
BSU_36020	AL009126.3	3711498	3712406	+	909	27
BSU_36030	AL009126.3	3712617	3713945	+	1329	21
BSU_36040	AL009126.3	3714002	3714679	-	678	32
BSU_36050	AL009126.3	3714739	3715881	-	1143	378
BSU_36060	AL009126.3	3716009	3717097	-	1089	120
BSU_36070	AL009126.3	3717238	3717825	+	588	22
BSU_36079	AL009126.3	3717326	3717805	+	480	0
BSU_36080	AL009126.3	3717999	3718616	+	618	33
BSU_36090	AL009126.3	3718794	3719129	+	336	24
BSU_36100	AL009126.3	3719134	3720711	-	1578	17
BSU_36110	AL009126.3	3720925	3721401	+	477	34
BSU_36120	AL009126.3	3721415	3722008	+	594	29
BSU_36130	AL009126.3	3722005	3722541	+	537	19
BSU_36140	AL009126.3	3722568	3722789	-	222	9
BSU_36150	AL009126.3	3722786	3723331	-	546	22
BSU_36160	AL009126.3	3723454	3724335	+	882	14
BSU_36170	AL009126.3	3724420	3725136	-	717	228
BSU_36180	AL009126.3	3725146	3725610	-	465	337
BSU_36190	AL009126.3	3725600	3727408	-	1809	1107
BSU_36200	AL009126.3	3727427	3727687	-	261	374
BSU_36210	AL009126.3	3727697	3728119	-	423	407
BSU_36215	AL009126.3	3728336	3728461	-	126	3
BSU_36220	AL009126.3	3728511	3729296	-	786	63
BSU_36230	AL009126.3	3729488	3730810	-	1323	1050
BSU_36240	AL009126.3	3731005	3731769	-	765	8
BSU_36250	AL009126.3	3731822	3732535	-	714	24
BSU_36260	AL009126.3	3732525	3733271	-	747	29
BSU_36269	AL009126.3	3733505	3733648	-	144	64
BSU_36270	AL009126.3	3733852	3735462	+	1611	144
BSU_36280	AL009126.3	3735449	3738217	+	2769	607
BSU_36290	AL009126.3	3738343	3739200	-	858	51
BSU_36300	AL009126.3	3739206	3739982	-	777	23
BSU_36310	AL009126.3	3740206	3740547	-	342	24
BSU_36320	AL009126.3	3740624	3741007	-	384	4
BSU_36330	AL009126.3	3741182	3741592	+	411	303
BSU_36340	AL009126.3	3741732	3742040	-	309	13
BSU_36350	AL009126.3	3742384	3743220	+	837	25
BSU_36360	AL009126.3	3743267	3743659	-	393	15
BSU_36370	AL009126.3	3743732	3744157	-	426	23
BSU_36380	AL009126.3	3744349	3745413	+	1065	524
BSU_36390	AL009126.3	3745436	3746245	-	810	129
BSU_36400	AL009126.3	3746279	3747091	-	813	429
BSU_36410	AL009126.3	3747254	3748255	-	1002	14511
BSU_36420	AL009126.3	3748421	3748702	-	282	6303
BSU_36430	AL009126.3	3748717	3748827	-	111	3510
BSU_36440	AL009126.3	3749052	3749465	+	414	53
BSU_36450	AL009126.3	3749487	3750677	+	1191	114
BSU_36460	AL009126.3	3750768	3752174	-	1407	301
BSU_36470	AL009126.3	3752280	3753752	-	1473	13
BSU_36480	AL009126.3	3753933	3755291	-	1359	475
BSU_36490	AL009126.3	3755291	3755860	-	570	391
BSU_36499	AL009126.3	3755967	3756134	-	168	0
BSU_36500	AL009126.3	3756044	3756508	-	465	3
BSU_36510	AL009126.3	3756790	3758004	+	1215	22
BSU_36520	AL009126.3	3758016	3758366	+	351	173
BSU_36530	AL009126.3	3758547	3759128	+	582	383
BSU_36540	AL009126.3	3759169	3759591	-	423	102
BSU_36550	AL009126.3	3759702	3760553	-	852	21182
BSU_36560	AL009126.3	3760694	3761185	+	492	757
BSU_36570	AL009126.3	3761182	3761700	+	519	1174
BSU_36575	AL009126.3	3761859	3761990	+	132	3
BSU_36580	AL009126.3	3761987	3762421	-	435	533
BSU_36590	AL009126.3	3762664	3764112	+	1449	241
BSU_36600	AL009126.3	3764133	3764906	-	774	69
BSU_36610	AL009126.3	3765051	3765434	+	384	11
BSU_36620	AL009126.3	3765469	3766110	-	642	9
BSU_36630	AL009126.3	3766178	3766579	-	402	37
BSU_36640	AL009126.3	3766714	3768423	-	1710	959
BSU_36650	AL009126.3	3768420	3768794	-	375	314
BSU_36660	AL009126.3	3768791	3769108	-	318	152
BSU_36668	AL009126.3	3769289	3769453	-	165	9
BSU_36669	AL009126.3	3769626	3769808	-	183	3
BSU_36670	AL009126.3	3770104	3770292	-	189	6
BSU_36680	AL009126.3	3770365	3770865	-	501	7
BSU_36690	AL009126.3	3771000	3772133	-	1134	237
BSU_36700	AL009126.3	3772325	3773350	-	1026	121
BSU_36710	AL009126.3	3773366	3774154	-	789	66
BSU_36720	AL009126.3	3774400	3774561	-	162	84
BSU_36730	AL009126.3	3774655	3775329	-	675	34
BSU_36739	AL009126.3	3775382	3775522	-	141	1
BSU_36740	AL009126.3	3775653	3776336	-	684	6
BSU_36750	AL009126.3	3776722	3777753	-	1032	1961
BSU_36760	AL009126.3	3777949	3779259	-	1311	653
BSU_36770	AL009126.3	3779293	3780033	-	741	426
BSU_36780	AL009126.3	3780162	3780392	-	231	25
BSU_36790	AL009126.3	3780562	3781035	+	474	37
BSU_36800	AL009126.3	3781069	3781467	-	399	741
BSU_36810	AL009126.3	3781491	3782912	-	1422	1031
BSU_36820	AL009126.3	3782938	3783801	-	864	827
BSU_36830	AL009126.3	3783878	3785386	-	1509	816
BSU_36840	AL009126.3	3785403	3785948	-	546	425
BSU_36850	AL009126.3	3785945	3786457	-	513	244
BSU_36860	AL009126.3	3786620	3786832	-	213	88
BSU_36870	AL009126.3	3786878	3787612	-	735	1405
BSU_36880	AL009126.3	3787620	3788003	-	384	146
BSU_36890	AL009126.3	3788426	3789055	-	630	57
BSU_36900	AL009126.3	3789190	3790437	-	1248	254
BSU_36910	AL009126.3	3790644	3791186	-	543	132
BSU_36920	AL009126.3	3791199	3791648	-	450	336
BSU_36930	AL009126.3	3791805	3792257	-	453	29
BSU_36940	AL009126.3	3792333	3792890	-	558	49
BSU_36950	AL009126.3	3792969	3794009	-	1041	66
BSU_36960	AL009126.3	3794166	3794609	-	444	322
BSU_36970	AL009126.3	3794676	3795350	-	675	208
BSU_36980	AL009126.3	3795491	3795853	+	363	7
BSU_36990	AL009126.3	3795870	3796157	-	288	59
BSU_37000	AL009126.3	3796217	3797083	-	867	63
BSU_37010	AL009126.3	3797085	3798155	-	1071	496
BSU_37020	AL009126.3	3798281	3798667	+	387	6
BSU_37030	AL009126.3	3798789	3799343	+	555	11519
BSU_37040	AL009126.3	3799377	3800336	-	960	166
BSU_37050	AL009126.3	3800418	3802166	-	1749	6
BSU_37060	AL009126.3	3802405	3802992	-	588	24
BSU_37070	AL009126.3	3803081	3803281	-	201	1408
BSU_37080	AL009126.3	3803400	3804683	-	1284	558
BSU_37089	AL009126.3	3804714	3804875	-	162	44
BSU_37090	AL009126.3	3805090	3806055	-	966	2093
BSU_37100	AL009126.3	3806086	3807375	-	1290	1573
BSU_37110	AL009126.3	3807754	3808392	-	639	1488
BSU_37120	AL009126.3	3808512	3809369	-	858	1929
BSU_37130	AL009126.3	3809550	3809924	-	375	621
BSU_37140	AL009126.3	3810090	3810611	+	522	59
BSU_37150	AL009126.3	3810693	3812300	-	1608	185
BSU_37160	AL009126.3	3812542	3813063	-	522	953
BSU_37170	AL009126.3	3813246	3814385	-	1140	3015
BSU_37180	AL009126.3	3814382	3816499	-	2118	5068
BSU_37190	AL009126.3	3816654	3817850	+	1197	620
BSU_37200	AL009126.3	3817863	3818825	+	963	317
BSU_37210	AL009126.3	3818906	3819178	+	273	72
BSU_37220	AL009126.3	3819220	3819744	-	525	81
BSU_37230	AL009126.3	3819754	3821481	-	1728	127
BSU_37240	AL009126.3	3821570	3823072	-	1503	136
BSU_37250	AL009126.3	3823558	3824229	-	672	13
BSU_37260	AL009126.3	3824226	3824780	-	555	3
BSU_37270	AL009126.3	3824806	3826269	-	1464	9
BSU_37280	AL009126.3	3826259	3829945	-	3687	35
BSU_37290	AL009126.3	3830141	3830617	-	477	3
BSU_37300	AL009126.3	3830761	3831480	+	720	3
BSU_37310	AL009126.3	3831512	3832228	-	717	100
BSU_37320	AL009126.3	3832327	3833514	-	1188	16
BSU_37330	AL009126.3	3833650	3835320	-	1671	846
BSU_37340	AL009126.3	3835317	3835745	-	429	231
BSU_37350	AL009126.3	3836058	3836189	+	132	13
BSU_37360	AL009126.3	3836146	3836298	+	153	3
BSU_37370	AL009126.3	3836323	3837669	+	1347	249
BSU_37380	AL009126.3	3837682	3837843	+	162	4
BSU_37390	AL009126.3	3837840	3838559	+	720	43
BSU_37400	AL009126.3	3838552	3839862	+	1311	31
BSU_37410	AL009126.3	3839852	3841012	+	1161	40
BSU_37420	AL009126.3	3841017	3842297	+	1281	30
BSU_37430	AL009126.3	3842294	3842995	+	702	21
BSU_37440	AL009126.3	3843001	3844377	-	1377	74
BSU_37450	AL009126.3	3844416	3845771	-	1356	34
BSU_37460	AL009126.3	3846001	3847146	+	1146	4432
BSU_37470	AL009126.3	3847130	3847249	+	120	1098
BSU_37480	AL009126.3	3847348	3847821	+	474	504
BSU_37490	AL009126.3	3847853	3848725	-	873	109
BSU_37500	AL009126.3	3848786	3849616	-	831	291
BSU_37510	AL009126.3	3849818	3851893	+	2076	2052
BSU_37520	AL009126.3	3852186	3852704	-	519	198
BSU_37530	AL009126.3	3852718	3853377	-	660	59
BSU_37540	AL009126.3	3853486	3853674	+	189	3
BSU_37550	AL009126.3	3853717	3854136	-	420	138
BSU_37560	AL009126.3	3854256	3856172	-	1917	218
BSU_37569	AL009126.3	3856782	3856937	-	156	1544
BSU_37570	AL009126.3	3857017	3858417	-	1401	11
BSU_37580	AL009126.3	3858417	3858887	-	471	11
BSU_37590	AL009126.3	3858999	3859499	-	501	28
BSU_37600	AL009126.3	3859535	3860836	-	1302	71
BSU_37610	AL009126.3	3860998	3861222	-	225	16
BSU_37620	AL009126.3	3861437	3862213	+	777	6331
BSU_37630	AL009126.3	3862357	3863247	-	891	11
BSU_37640	AL009126.3	3863415	3864260	-	846	22
BSU_37650	AL009126.3	3864309	3865208	-	900	23
BSU_37660	AL009126.3	3865355	3866326	-	972	236
BSU_37670	AL009126.3	3866596	3867360	+	765	260
BSU_37680	AL009126.3	3867493	3868272	+	780	179
BSU_37690	AL009126.3	3868287	3869486	-	1200	54
BSU_37700	AL009126.3	3869487	3870671	-	1185	52
BSU_37710	AL009126.3	3870668	3872086	-	1419	154
BSU_37720	AL009126.3	3872105	3872866	-	762	113
BSU_37730	AL009126.3	3872869	3873576	-	708	62
BSU_37740	AL009126.3	3873566	3874180	-	615	50
BSU_37750	AL009126.3	3874332	3875570	-	1239	24
BSU_37760	AL009126.3	3875780	3877192	-	1413	234
BSU_37770	AL009126.3	3877192	3878892	-	1701	149
BSU_37780	AL009126.3	3878966	3880513	-	1548	136
BSU_37790	AL009126.3	3880740	3882014	-	1275	65
BSU_37800	AL009126.3	3882191	3882655	-	465	157
BSU_37810	AL009126.3	3882979	3883434	-	456	332
BSU_37820	AL009126.3	3883427	3884278	-	852	835
BSU_37830	AL009126.3	3884292	3885239	-	948	1232
BSU_37840	AL009126.3	3885239	3885979	-	741	197
BSU_37850	AL009126.3	3886004	3887023	-	1020	59
BSU_37860	AL009126.3	3887026	3887748	-	723	48
BSU_37870	AL009126.3	3887741	3888862	-	1122	68
BSU_37880	AL009126.3	3888862	3889731	-	870	65
BSU_37890	AL009126.3	3889732	3890901	-	1170	29
BSU_37900	AL009126.3	3890922	3892346	-	1425	90
BSU_37910	AL009126.3	3892351	3893121	-	771	39
BSU_37920	AL009126.3	3893441	3893986	+	546	12551
BSU_37930	AL009126.3	3894030	3894401	-	372	40
BSU_37940	AL009126.3	3894463	3895785	-	1323	148
BSU_37950	AL009126.3	3895805	3896122	-	318	35
BSU_37960	AL009126.3	3896290	3897660	+	1371	49
BSU_37970	AL009126.3	3897685	3898362	-	678	44
BSU_37980	AL009126.3	3898376	3899182	-	807	60
BSU_37990	AL009126.3	3899272	3899805	-	534	6
BSU_38000	AL009126.3	3899853	3900488	-	636	54
BSU_38018	AL009126.3	3900481	3900819	-	339	200
BSU_38020	AL009126.3	3900963	3901778	+	816	134
BSU_38030	AL009126.3	3901868	3902116	-	249	33
BSU_38040	AL009126.3	3902210	3903649	-	1440	84
BSU_38050	AL009126.3	3903646	3905031	-	1386	47
BSU_38060	AL009126.3	3905333	3906103	+	771	4
BSU_38070	AL009126.3	3906142	3906972	-	831	7039
BSU_38080	AL009126.3	3907012	3907314	-	303	1225
BSU_38090	AL009126.3	3907844	3910264	+	2421	5888
BSU_38100	AL009126.3	3910302	3911303	-	1002	86
BSU_38110	AL009126.3	3911477	3912226	-	750	404
BSU_38120	AL009126.3	3912332	3913513	-	1182	228
BSU_38130	AL009126.3	3914009	3914272	+	264	928
BSU_38140	AL009126.3	3914315	3914689	-	375	161
BSU_38150	AL009126.3	3914691	3915305	-	615	622
BSU_38160	AL009126.3	3915319	3917268	-	1950	874
BSU_38170	AL009126.3	3917296	3918261	-	966	315
BSU_38180	AL009126.3	3918777	3919022	+	246	395
BSU_38190	AL009126.3	3919093	3920634	-	1542	479
BSU_38200	AL009126.3	3920638	3921810	-	1173	271
BSU_38210	AL009126.3	3921891	3922274	-	384	59
BSU_38220	AL009126.3	3922292	3922963	-	672	25
BSU_38229	AL009126.3	3923319	3923477	+	159	25
BSU_38230	AL009126.3	3923920	3924228	+	309	393
BSU_38240	AL009126.3	3924225	3925766	+	1542	1155
BSU_38250	AL009126.3	3925797	3926399	-	603	21
BSU_38260	AL009126.3	3926682	3927932	-	1251	237
BSU_38270	AL009126.3	3927951	3929108	-	1158	138
BSU_38280	AL009126.3	3929105	3930550	-	1446	21
BSU_38290	AL009126.3	3930707	3931375	-	669	30
BSU_38300	AL009126.3	3931372	3932190	-	819	30
BSU_38310	AL009126.3	3932198	3933103	-	906	56
BSU_38320	AL009126.3	3933209	3933595	+	387	4
BSU_38330	AL009126.3	3933577	3934254	+	678	9
BSU_38340	AL009126.3	3934358	3935557	+	1200	65
BSU_38350	AL009126.3	3935591	3935788	+	198	78
BSU_38360	AL009126.3	3935824	3937014	-	1191	127
BSU_38370	AL009126.3	3937135	3937515	+	381	84
BSU_38380	AL009126.3	3937553	3938230	-	678	104
BSU_38390	AL009126.3	3938307	3939641	-	1335	964
BSU_38400	AL009126.3	3939869	3941806	+	1938	222
BSU_38410	AL009126.3	3942234	3943613	+	1380	22
BSU_38420	AL009126.3	3943667	3944509	+	843	13
BSU_38430	AL009126.3	3944560	3945420	-	861	478
BSU_38440	AL009126.3	3945530	3946243	-	714	91
BSU_38450	AL009126.3	3946394	3946909	+	516	299
BSU_38460	AL009126.3	3947158	3948399	+	1242	14
BSU_38470	AL009126.3	3948555	3949922	+	1368	99
BSU_38480	AL009126.3	3949952	3950584	-	633	206
BSU_38490	AL009126.3	3950726	3951661	-	936	272
BSU_38495	AL009126.3	3951824	3951958	-	135	10
BSU_38499	AL009126.3	3952108	3952257	+	150	8
BSU_38500	AL009126.3	3952275	3953786	+	1512	265
BSU_38510	AL009126.3	3953783	3954970	+	1188	155
BSU_38520	AL009126.3	3954987	3955223	+	237	20
BSU_38530	AL009126.3	3955223	3956401	+	1179	95
BSU_38540	AL009126.3	3956492	3957250	+	759	282
BSU_38550	AL009126.3	3957391	3958482	+	1092	651
BSU_38560	AL009126.3	3958516	3959844	-	1329	2283
BSU_38570	AL009126.3	3959841	3960173	-	333	563
BSU_38580	AL009126.3	3960192	3961550	-	1359	862
BSU_38590	AL009126.3	3961566	3961874	-	309	444
BSU_38600	AL009126.3	3962003	3963928	-	1926	377
BSU_38610	AL009126.3	3964091	3964249	-	159	54
BSU_38620	AL009126.3	3964278	3964868	-	591	58
BSU_38630	AL009126.3	3964997	3966640	+	1644	1987
BSU_38640	AL009126.3	3966745	3967947	+	1203	46
BSU_38650	AL009126.3	3967944	3968720	-	777	423
BSU_38660	AL009126.3	3968717	3969604	-	888	468
BSU_38670	AL009126.3	3969611	3969799	-	189	219
BSU_38680	AL009126.3	3969796	3970002	-	207	419
BSU_38690	AL009126.3	3969999	3970319	-	321	154
BSU_38700	AL009126.3	3970312	3970848	-	537	351
BSU_38710	AL009126.3	3971060	3972433	+	1374	37
BSU_38720	AL009126.3	3972448	3973278	-	831	44
BSU_38730	AL009126.3	3973364	3975091	-	1728	255
BSU_38740	AL009126.3	3975088	3976791	-	1704	484
BSU_38750	AL009126.3	3976791	3977807	-	1017	268
BSU_38760	AL009126.3	3977791	3979197	-	1407	17
BSU_38770	AL009126.3	3979753	3981105	+	1353	92
BSU_38780	AL009126.3	3981227	3982915	+	1689	19
BSU_38790	AL009126.3	3982973	3983173	+	201	26
BSU_38800	AL009126.3	3983187	3984026	-	840	11
BSU_38810	AL009126.3	3984133	3985230	-	1098	1930
BSU_38820	AL009126.3	3985351	3986244	-	894	80
BSU_38830	AL009126.3	3986428	3987885	+	1458	289
BSU_38840	AL009126.3	3987927	3988763	-	837	36
BSU_38850	AL009126.3	3989331	3989873	+	543	24
BSU_38860	AL009126.3	3989948	3990967	-	1020	422
BSU_38870	AL009126.3	3991082	3991588	-	507	29
BSU_38880	AL009126.3	3991718	3992593	+	876	27
BSU_38890	AL009126.3	3992671	3993144	+	474	26
BSU_38900	AL009126.3	3993162	3994382	+	1221	39
BSU_38910	AL009126.3	3994369	3995025	+	657	49
BSU_38920	AL009126.3	3995075	3996307	+	1233	344
BSU_38930	AL009126.3	3996829	3997092	+	264	470
BSU_38940	AL009126.3	3997221	3997709	+	489	236
BSU_38950	AL009126.3	3997964	3999097	+	1134	74
BSU_38960	AL009126.3	3999350	4000486	+	1137	75
BSU_38970	AL009126.3	4000539	4001312	-	774	515
BSU_38980	AL009126.3	4001329	4001979	-	651	687
BSU_38990	AL009126.3	4001976	4002692	-	717	1146
BSU_39000	AL009126.3	4002716	4004134	-	1419	738
BSU_39010	AL009126.3	4004288	4005136	-	849	89
BSU_39020	AL009126.3	4005752	4006945	+	1194	362
BSU_39029	AL009126.3	4006987	4007415	-	429	356
BSU_39030	AL009126.3	4007416	4007658	-	243	137
BSU_39040	AL009126.3	4007803	4008093	-	291	86
BSU_39050	AL009126.3	4008143	4010203	-	2061	222
BSU_39060	AL009126.3	4010404	4011684	+	1281	5017
BSU_39070	AL009126.3	4011842	4012570	-	729	102
BSU_39080	AL009126.3	4012866	4013699	-	834	175
BSU_39090	AL009126.3	4013795	4014475	-	681	91
BSU_39100	AL009126.3	4014682	4015968	+	1287	234
BSU_39110	AL009126.3	4015987	4017426	-	1440	577
BSU_39120	AL009126.3	4017508	4018656	-	1149	204
BSU_39129	AL009126.3	4018786	4018974	-	189	7
BSU_39139	AL009126.3	4019005	4019136	-	132	1
BSU_39140	AL009126.3	4019148	4019609	-	462	26
BSU_39150	AL009126.3	4019625	4019921	-	297	14
BSU_39160	AL009126.3	4019949	4020437	-	489	12
BSU_39170	AL009126.3	4020455	4020907	-	453	19
BSU_39180	AL009126.3	4020977	4021306	-	330	39
BSU_39190	AL009126.3	4021429	4021845	-	417	12
BSU_39200	AL009126.3	4021896	4022264	-	369	78
BSU_39210	AL009126.3	4022258	4022728	-	471	13
BSU_39220	AL009126.3	4023054	4023482	-	429	23
BSU_39230	AL009126.3	4023544	4030548	-	7005	1251
BSU_39240	AL009126.3	4030710	4031645	-	936	40
BSU_39250	AL009126.3	4031797	4032243	-	447	396
BSU_39260	AL009126.3	4032346	4033755	-	1410	585
BSU_39270	AL009126.3	4033778	4035607	-	1830	426
BSU_39280	AL009126.3	4035990	4036298	-	309	11
BSU_39290	AL009126.3	4036344	4036787	-	444	3
BSU_39300	AL009126.3	4036784	4038493	-	1710	123
BSU_39310	AL009126.3	4038513	4038782	-	270	11
BSU_39320	AL009126.3	4038794	4039159	-	366	50
BSU_39330	AL009126.3	4039466	4040875	-	1410	1717
BSU_39339	AL009126.3	4041009	4041173	-	165	0
BSU_39340	AL009126.3	4041492	4041938	+	447	2066
BSU_39350	AL009126.3	4042051	4043577	+	1527	5304
BSU_39360	AL009126.3	4043574	4045232	+	1659	5181
BSU_39370	AL009126.3	4045245	4046510	+	1266	4574
BSU_39380	AL009126.3	4046503	4047462	+	960	5277
BSU_39390	AL009126.3	4047538	4048965	+	1428	4600
BSU_39400	AL009126.3	4049009	4050310	-	1302	280
BSU_39410	AL009126.3	4050340	4051521	-	1182	106
BSU_39420	AL009126.3	4051602	4052273	-	672	143
BSU_39430	AL009126.3	4052379	4053320	-	942	144
BSU_39440	AL009126.3	4053454	4054281	-	828	25
BSU_39450	AL009126.3	4054354	4055466	-	1113	64
BSU_39460	AL009126.3	4055536	4056873	-	1338	9
BSU_39470	AL009126.3	4056870	4058012	-	1143	28
BSU_39480	AL009126.3	4058029	4058778	-	750	16
BSU_39490	AL009126.3	4058791	4059465	-	675	10
BSU_39500	AL009126.3	4059488	4060282	-	795	4
BSU_39510	AL009126.3	4060307	4060804	-	498	9
BSU_39520	AL009126.3	4060818	4062143	-	1326	16
BSU_39530	AL009126.3	4062329	4062556	-	228	0
BSU_39540	AL009126.3	4062543	4063529	-	987	389
BSU_39550	AL009126.3	4063684	4064496	-	813	199
BSU_39560	AL009126.3	4064536	4065093	-	558	7
BSU_39570	AL009126.3	4065074	4065508	-	435	16
BSU_39580	AL009126.3	4065597	4065962	+	366	50
BSU_39590	AL009126.3	4066210	4066563	+	354	333
BSU_39600	AL009126.3	4066607	4067005	-	399	25
BSU_39610	AL009126.3	4067183	4068148	+	966	150
BSU_39620	AL009126.3	4068189	4068536	-	348	14
BSU_39630	AL009126.3	4068550	4070418	-	1869	69
BSU_39640	AL009126.3	4070393	4071166	-	774	32
BSU_39650	AL009126.3	4071310	4072287	-	978	27
BSU_39660	AL009126.3	4072284	4072973	-	690	54
BSU_39670	AL009126.3	4073081	4073953	-	873	156
BSU_39680	AL009126.3	4073974	4074810	-	837	276
BSU_39690	AL009126.3	4074896	4075765	-	870	99
BSU_39700	AL009126.3	4075785	4076819	-	1035	173
BSU_39710	AL009126.3	4076842	4078158	-	1317	200
BSU_39720	AL009126.3	4078173	4079066	-	894	95
BSU_39730	AL009126.3	4079083	4080996	-	1914	282
BSU_39740	AL009126.3	4081029	4082006	-	978	83
BSU_39750	AL009126.3	4082030	4082845	-	816	93
BSU_39760	AL009126.3	4082920	4084383	-	1464	78
BSU_39770	AL009126.3	4084799	4085554	+	756	135
BSU_39780	AL009126.3	4085608	4086540	+	933	305
BSU_39790	AL009126.3	4086802	4087452	+	651	32
BSU_39800	AL009126.3	4087456	4087764	+	309	15
BSU_39810	AL009126.3	4088002	4089387	+	1386	56
BSU_39820	AL009126.3	4089429	4091309	-	1881	217
BSU_39830	AL009126.3	4091477	4091728	-	252	4
BSU_39840	AL009126.3	4091845	4092666	+	822	26
BSU_39850	AL009126.3	4092695	4093837	-	1143	39
BSU_39860	AL009126.3	4093980	4095317	+	1338	15
BSU_39870	AL009126.3	4095356	4095835	-	480	22
BSU_39880	AL009126.3	4095915	4096907	-	993	3062
BSU_39890	AL009126.3	4097416	4098150	+	735	1209
BSU_39900	AL009126.3	4098150	4098419	+	270	532
BSU_39910	AL009126.3	4098423	4098905	+	483	506
BSU_39920	AL009126.3	4098926	4101169	+	2244	366
BSU_39930	AL009126.3	4101166	4102365	+	1200	50
BSU_39940	AL009126.3	4102429	4103661	-	1233	125
BSU_39950	AL009126.3	4103762	4104187	-	426	4
BSU_39960	AL009126.3	4104444	4104899	+	456	7
BSU_39970	AL009126.3	4104929	4106137	-	1209	11
BSU_39980	AL009126.3	4106245	4107258	-	1014	9
BSU_39990	AL009126.3	4107352	4107927	-	576	10
BSU_40000	AL009126.3	4108058	4109128	+	1071	80
BSU_40010	AL009126.3	4109185	4109616	-	432	16
BSU_40021	AL009126.3	4109843	4110247	+	405	5
BSU_40022	AL009126.3	4110217	4110909	+	693	8
BSU_40030	AL009126.3	4110949	4111980	-	1032	58
BSU_40040	AL009126.3	4112073	4113221	-	1149	30
BSU_40050	AL009126.3	4113417	4114148	+	732	23
BSU_40060	AL009126.3	4114141	4115682	+	1542	169
BSU_40070	AL009126.3	4115711	4117057	+	1347	86
BSU_40080	AL009126.3	4117080	4118486	+	1407	150
BSU_40090	AL009126.3	4118950	4119513	+	564	2106
BSU_40100	AL009126.3	4119527	4121056	+	1530	4443
BSU_40110	AL009126.3	4121166	4122605	-	1440	75
BSU_40120	AL009126.3	4122619	4122849	-	231	27
BSU_40130	AL009126.3	4123193	4123903	+	711	37
BSU_40139	AL009126.3	4123931	4124089	+	159	18
BSU_40140	AL009126.3	4124220	4124942	-	723	22
BSU_40150	AL009126.3	4124963	4125592	-	630	51
BSU_40160	AL009126.3	4125742	4126500	-	759	8
BSU_40170	AL009126.3	4126481	4127440	-	960	6
BSU_40180	AL009126.3	4127498	4127647	-	150	4055
BSU_40190	AL009126.3	4128119	4130044	+	1926	302
BSU_40200	AL009126.3	4130578	4132338	-	1761	41
BSU_40210	AL009126.3	4132338	4132736	-	399	3
BSU_40220	AL009126.3	4132729	4134174	-	1446	122
BSU_40230	AL009126.3	4134436	4134915	-	480	208
BSU_40239	AL009126.3	4134996	4135166	-	171	24
BSU_40240	AL009126.3	4135351	4135764	+	414	25
BSU_40250	AL009126.3	4135798	4137024	-	1227	845
BSU_40259	AL009126.3	4137087	4137257	-	171	11
BSU_40260	AL009126.3	4137362	4137610	-	249	182
BSU_40270	AL009126.3	4137626	4138789	-	1164	1570
BSU_40280	AL009126.3	4138800	4139537	-	738	736
BSU_40290	AL009126.3	4139679	4140149	-	471	329
BSU_40300	AL009126.3	4140260	4141357	+	1098	1294
BSU_40310	AL009126.3	4141358	4141474	+	117	91
BSU_40320	AL009126.3	4141711	4142601	-	891	429
BSU_40330	AL009126.3	4142675	4144078	-	1404	212
BSU_40340	AL009126.3	4144301	4145506	-	1206	164
BSU_40350	AL009126.3	4145747	4147132	+	1386	222
BSU_40359	AL009126.3	4147114	4147302	-	189	8
BSU_40358	AL009126.3	4147419	4147547	-	129	2
BSU_40360	AL009126.3	4147567	4148769	-	1203	706
BSU_40370	AL009126.3	4148851	4149645	-	795	60
BSU_40380	AL009126.3	4149667	4150509	-	843	67
BSU_40390	AL009126.3	4150496	4151863	-	1368	116
BSU_40400	AL009126.3	4151853	4153688	-	1836	143
BSU_40410	AL009126.3	4153696	4154403	-	708	46
BSU_40420	AL009126.3	4155433	4156725	-	1293	252
